0% X	0% Y
3840	-0.001893112
3840	0.027089143
3960	-0.007335124
3960	0.000115996
3960	0.017332173
3960	0.01893112
4080	-0.034044774
4080	0.017743623
4080	0.025083544
4080	0.028445221
4200	-0.011425589
4200	0.003737683
4200	0.012826222
4200	0.027631197
4320	-0.008989676
4320	-0.00520425
4320	0.015387603
4320	0.049801202
4440	-0.006553764
4440	-0.003397893
4440	0.03265974
4440	0.077771183
4560	-0.017573367
4560	0.028507268
4560	0.039415562
4560	0.054842303
4680	0.019603294
4680	0.023098127
4680	0.037910781
4680	0.08367957
4800	-0.010497622
4800	0.058940519
4800	0.067860783
4800	0.091376736
4920	0.008815683
4920	0.054788046
4920	0.06373477
4920	0.108397228
5040	0.039496578
5040	0.050191738
5040	0.066808361
5040	0.134307404
5160	0.061419789
5160	0.066261983
5160	0.073054706
5160	0.110999087
5280	0.071453428
5280	0.073103247
5280	0.088499564
5280	0.147479314
5400	0.086764876
5400	0.074802194
5400	0.14056938
5400	0.164933449
5520	0.075455284
5520	0.088976263
5520	0.128494428
5520	0.19420436
5640	0.07945714
5640	0.13341183
5640	0.129119946
5640	0.211224852
5760	0.131887252
5760	0.129605359
5760	0.158053474
5760	0.218271553
5880	0.151142559
5880	0.161254308
5880	0.190672236
5880	0.270254521
6000	0.160306229
6000	0.187011504
6000	0.168778215
6000	0.274807774
6120	0.209488458
6120	0.198582593
6120	0.232306234
6120	0.327820645
6240	0.196960909
6240	0.165380321
6240	0.258914839
6240	0.34164302
6360	0.238313421
6360	0.204407553
6360	0.269077468
6360	0.361265371
6480	0.285117736
6480	0.240328139
6480	0.30716001
6480	0.389181146
6600	0.283087809
6600	0.265909422
6600	0.350870243
6600	0.42170438
6720	0.32832618
6720	0.291927576
6720	0.35862881
6720	0.444091206
6840	0.311854773
6840	0.300665016
6840	0.37594899
6840	0.483986373
6960	0.309790787
6960	0.371302633
6960	0.429876491
6960	0.528868435
7080	0.33284792
7080	0.405173414
7080	0.434957806
7080	0.538137557
7200	0.414279086
7200	0.358186496
7200	0.447524498
7200	0.597058816
7320	0.379399058
7320	0.482252639
7320	0.492928504
7320	0.5747804
7440	0.488516413
7440	0.410805301
7440	0.518171164
7440	0.621939089
7560	0.533232804
7560	0.460899956
7560	0.543031359
7560	0.662972569
7680	0.459734964
7680	0.549646213
7680	0.57444809
7680	0.708559302
7800	0.452113975
7800	0.581313073
7800	0.595920742
7800	0.693219177
7920	0.590476743
7920	0.494878889
7920	0.614442954
7920	0.723032141
8040	0.528129702
8040	0.644530797
8040	0.64547722
8040	0.793444942
8160	0.604686231
8160	0.543226057
8160	0.669900313
8160	0.800708464
8280	0.547788942
8280	0.70972045
8280	0.735356389
8280	0.789487949
8400	0.715346248
8400	0.613708072
8400	0.719292878
8400	0.777671174
8520	0.618610747
8520	0.754552836
8520	0.746994238
8520	0.848246591
8640	0.748637049
8640	0.649628659
8640	0.736722333
8640	0.866459602
8760	0.637444784
8760	0.80999884
8760	0.820099605
8760	0.870091363
8880	0.680598029
8880	0.829660132
8880	0.832010643
8880	0.872205373
9000	0.707829717
9000	0.79966507
9000	0.859819047
9000	0.896164156
9120	0.863008932
9120	0.733508082
9120	0.844522698
9120	0.932752794
9240	0.711518858
9240	0.864922863
9240	0.851570973
9240	0.90505384
9360	0.902969493
9360	0.759089365
9360	0.856543012
9360	0.933891107
9480	0.903433476
9480	0.791223727
9480	0.908011813
9480	0.945057417
9600	0.892330766
9600	0.949657812
9600	0.797970972
9600	0.924784601
9720	0.917178982
9720	0.791660599
9720	0.904514994
9720	0.955519057
9840	0.958415497
9840	0.925331993
9840	0.835541964
9840	0.996227305
9960	0.940784132
9960	0.827775351
9960	0.938445063
9960	0.940341548
10080	0.94333604
10080	0.909049931
10080	0.852094559
10080	0.97817691
10200	0.965955226
10200	0.965162944
10200	0.974545149
10200	0.902626086
10320	0.952151723
10320	0.917628064
10320	0.993191803
10320	0.899567982
10440	0.977206821
10440	0.940029559
10440	0.988313318
10440	0.922916363
10560	1.015601438
10560	0.970408172
10560	0.988367523
10560	0.914081841
10680	1.005509802
10680	0.972918987
10680	1.018544067
10680	0.917042862
10800	1.020473263
10800	0.993629233
10800	0.997094591
10800	0.949662638
10920	0.991880292
10920	1.013244201
10920	1.015470218
10920	0.92534343
11040	0.980338708
11040	1.008162886
11040	1.003436622
11040	0.959516528
11160	1.001797935
11160	0.976604954
11160	0.994339525
11160	0.937964176
11280	0.990624155
11280	1.006146891
11280	0.958060288
11400	1.016012272
11400	0.92024659
11520	0.997799261
11520	0.973350808
11640	0.981311587
11760	0.971797486
11880	0.973205184
12000	0.990971312
12120	1.001262075
12240	0.974467259
12360	0.992379011
12480	0.978107859
12600	0.985825931
12720	0.973447891
12840	1.007135576
12960	0.973253726
13080	1.020047571
13200	0.977137032
13320	0.983301781
13440	1.013785739
13560	1.005727877
